date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:44:55	1903/1903	---M-Z	200	added ('OK')	application/javascript	etag:%229393cf299033d31:0%22	https://mobicare.co.za/webmodules/common/js/zoom.js	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/common/js/zoom.js	(from https://mobicare.co.za/Pages/Services.asp)
12:44:55	11345/11345	---M-Z	200	added ('OK')	text/css	etag:%2209185936e2d91:0%22	https://mobicare.co.za/webmodules/popups/onsite/css/popups.css?d=10/13/2023%2012:41:38%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/css/popupse07b.css	(from https://mobicare.co.za/Pages/Services.asp)
12:44:56	3416/3416	---M-Z	200	added ('OK')	application/javascript	etag:%220c1751f71fed81:0%22	https://mobicare.co.za/webmodules/popups/onsite/js/popups.js?d=10/13/2023%2012:41:38%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/js/popupse07b.js	(from https://mobicare.co.za/Pages/Services.asp)
12:44:57	37286/37286	---M-Z	200	added ('OK')	text/css	etag:%22fb45ab43662d41:0%22	https://mobicare.co.za/Webmodules/Common/css/jquery-ui.css?d=2018-08-27	C:/My%20Web%20Sites/test/mobicare.co.za/Webmodules/Common/css/jquery-ui25bd.css	(from https://mobicare.co.za/Pages/Contact.asp)
12:44:57	180035/180035	---M--	200	added ('OK')	image/png	etag:%22468cc4fd16ed91:0%22	https://mobicare.co.za/_Webmoduledata/Images/Thumb/contact%20mobi.png	C:/My%20Web%20Sites/test/mobicare.co.za/_Webmoduledata/Images/Thumb/contact%20mobi.png	(from https://mobicare.co.za/Pages/Contact.asp)
12:45:01	10197/10197	---M-Z	200	added ('OK')	text/css	etag:%223692f2b12acd41:0%22	https://mobicare.co.za/WebModules/ContactFormLite/css/cflite.css?d=2018-08-27	C:/My%20Web%20Sites/test/mobicare.co.za/WebModules/ContactFormLite/css/cflite25bd.css	(from https://mobicare.co.za/Pages/Contact.asp)
12:45:02	6879/6879	---M-Z	200	added ('OK')	application/javascript	etag:%223b68a7c558eed61:0%22	https://mobicare.co.za/WebModules/ContactFormLite/Onsite/cflite.js?d=2018-08-27	C:/My%20Web%20Sites/test/mobicare.co.za/WebModules/ContactFormLite/Onsite/cflite25bd.js	(from https://mobicare.co.za/Pages/Contact.asp)
12:45:02	253668/253668	---MCZ	200	added ('OK')	application/javascript	etag:%222fda194549ead21:0%22	https://mobicare.co.za/Webmodules/Common/js/jquery-ui.min.js?d=2018-08-27	C:/My%20Web%20Sites/test/mobicare.co.za/Webmodules/Common/js/jquery-ui.min25bd.js	(from https://mobicare.co.za/Pages/Contact.asp)
12:45:03	11345/11345	---M-Z	200	added ('OK')	text/css	etag:%2209185936e2d91:0%22	https://mobicare.co.za/webmodules/popups/onsite/css/popups.css?d=10/13/2023%2012:41:39%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/css/popups3624.css	(from https://mobicare.co.za/Pages/Contact.asp)
12:45:04	3416/3416	---M-Z	200	added ('OK')	application/javascript	etag:%220c1751f71fed81:0%22	https://mobicare.co.za/webmodules/popups/onsite/js/popups.js?d=10/13/2023%2012:41:39%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/js/popups3624.js	(from https://mobicare.co.za/Pages/Contact.asp)
12:45:04	64921/64921	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2010:45:01%20GMT	https://mobicare.co.za/webmodules/common/css/ajax-loader.gif	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/common/css/ajax-loader.html	(from https://mobicare.co.za/webmodules/common/css/slick-theme.css)
12:45:05	64921/64921	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2010:45:01%20GMT	https://mobicare.co.za/webmodules/common/css/fonts/slick.eot	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/common/css/fonts/slick.html	(from https://mobicare.co.za/webmodules/common/css/slick-theme.css)
12:45:05	64921/64921	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2010:45:02%20GMT	https://mobicare.co.za/webmodules/common/css/fonts/slick.eot?	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/common/css/fonts/slickd41d.html	(from https://mobicare.co.za/webmodules/common/css/slick-theme.css)
12:45:06	64921/64921	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2010:45:02%20GMT	https://mobicare.co.za/webmodules/common/css/fonts/slick.woff	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/common/css/fonts/slick-2.html	(from https://mobicare.co.za/webmodules/common/css/slick-theme.css)
12:45:10	64921/64921	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2010:45:06%20GMT	https://mobicare.co.za/webmodules/common/css/fonts/slick.ttf	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/common/css/fonts/slick-3.html	(from https://mobicare.co.za/webmodules/common/css/slick-theme.css)
12:45:10	64921/64921	---M-Z	200	added ('OK')	text/html	date:Fri,%2013%20Oct%202023%2010:45:06%20GMT	https://mobicare.co.za/webmodules/common/css/fonts/slick.svg	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/common/css/fonts/slick-4.html	(from https://mobicare.co.za/webmodules/common/css/slick-theme.css)
12:45:11	7090/7090	---M--	200	added ('OK')	image/png	etag:%22325b842733d9d11:0%22	https://mobicare.co.za/Webmodules/Common/css/images/ui-icons_444444_256x240.png	C:/My%20Web%20Sites/test/mobicare.co.za/Webmodules/Common/css/images/ui-icons_444444_256x240.png	(from https://mobicare.co.za/Webmodules/Common/css/jquery-ui.css?d=2018-08-27)
12:45:12	7074/7074	---M--	200	added ('OK')	image/png	etag:%22325b842733d9d11:0%22	https://mobicare.co.za/Webmodules/Common/css/images/ui-icons_555555_256x240.png	C:/My%20Web%20Sites/test/mobicare.co.za/Webmodules/Common/css/images/ui-icons_555555_256x240.png	(from https://mobicare.co.za/Webmodules/Common/css/jquery-ui.css?d=2018-08-27)
12:45:13	6487/6487	---M--	200	added ('OK')	image/png	etag:%22325b842733d9d11:0%22	https://mobicare.co.za/Webmodules/Common/css/images/ui-icons_ffffff_256x240.png	C:/My%20Web%20Sites/test/mobicare.co.za/Webmodules/Common/css/images/ui-icons_ffffff_256x240.png	(from https://mobicare.co.za/Webmodules/Common/css/jquery-ui.css?d=2018-08-27)
12:45:14	4676/4676	---M--	200	added ('OK')	image/png	etag:%22325b842733d9d11:0%22	https://mobicare.co.za/Webmodules/Common/css/images/ui-icons_777620_256x240.png	C:/My%20Web%20Sites/test/mobicare.co.za/Webmodules/Common/css/images/ui-icons_777620_256x240.png	(from https://mobicare.co.za/Webmodules/Common/css/jquery-ui.css?d=2018-08-27)
12:45:15	4676/4676	---M--	200	added ('OK')	image/png	etag:%22325b842733d9d11:0%22	https://mobicare.co.za/Webmodules/Common/css/images/ui-icons_cc0000_256x240.png	C:/My%20Web%20Sites/test/mobicare.co.za/Webmodules/Common/css/images/ui-icons_cc0000_256x240.png	(from https://mobicare.co.za/Webmodules/Common/css/jquery-ui.css?d=2018-08-27)
12:45:15	7111/7111	---M--	200	added ('OK')	image/png	etag:%22325b842733d9d11:0%22	https://mobicare.co.za/Webmodules/Common/css/images/ui-icons_777777_256x240.png	C:/My%20Web%20Sites/test/mobicare.co.za/Webmodules/Common/css/images/ui-icons_777777_256x240.png	(from https://mobicare.co.za/Webmodules/Common/css/jquery-ui.css?d=2018-08-27)
12:45:19	61758/61758	---M--	200	added ('OK')	image/png	etag:%22c819ebc1806dc71:0%22	https://mobicare.co.za/webmodules/images/icons/Symbol-Delete.png	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/images/icons/Symbol-Delete.png	(from https://mobicare.co.za/WebModules/ContactFormLite/css/cflite.css?d=2018-08-27)
12:45:19	11345/11345	---M-Z	200	added ('OK')	text/css	etag:%2209185936e2d91:0%22	https://mobicare.co.za/webmodules/popups/onsite/css/popups.css?d=10/13/2023%2012:45:01%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/css/popups28b4.css	(from https://mobicare.co.za/webmodules/common/css/ajax-loader.gif)
12:45:19	3416/3416	---M-Z	200	added ('OK')	application/javascript	etag:%220c1751f71fed81:0%22	https://mobicare.co.za/webmodules/popups/onsite/js/popups.js?d=10/13/2023%2012:45:01%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/js/popups28b4.js	(from https://mobicare.co.za/webmodules/common/css/ajax-loader.gif)
12:45:20	11345/11345	---M-Z	200	added ('OK')	text/css	etag:%2209185936e2d91:0%22	https://mobicare.co.za/webmodules/popups/onsite/css/popups.css?d=10/13/2023%2012:45:02%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/css/popups7b87.css	(from https://mobicare.co.za/webmodules/common/css/fonts/slick.eot)
12:45:21	3416/3416	---M-Z	200	added ('OK')	application/javascript	etag:%220c1751f71fed81:0%22	https://mobicare.co.za/webmodules/popups/onsite/js/popups.js?d=10/13/2023%2012:45:02%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/js/popups7b87.js	(from https://mobicare.co.za/webmodules/common/css/fonts/slick.eot)
12:45:22	11345/11345	---M-Z	200	added ('OK')	text/css	etag:%2209185936e2d91:0%22	https://mobicare.co.za/webmodules/popups/onsite/css/popups.css?d=10/13/2023%2012:45:03%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/css/popups1e2e.css	(from https://mobicare.co.za/webmodules/common/css/fonts/slick.woff)
12:45:23	3416/3416	---M-Z	200	added ('OK')	application/javascript	etag:%220c1751f71fed81:0%22	https://mobicare.co.za/webmodules/popups/onsite/js/popups.js?d=10/13/2023%2012:45:03%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/js/popups1e2e.js	(from https://mobicare.co.za/webmodules/common/css/fonts/slick.woff)
12:45:24	11345/11345	---M-Z	200	added ('OK')	text/css	etag:%2209185936e2d91:0%22	https://mobicare.co.za/webmodules/popups/onsite/css/popups.css?d=10/13/2023%2012:45:06%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/css/popups0e36.css	(from https://mobicare.co.za/webmodules/common/css/fonts/slick.ttf)
12:45:25	3416/3416	---M-Z	200	added ('OK')	application/javascript	etag:%220c1751f71fed81:0%22	https://mobicare.co.za/webmodules/popups/onsite/js/popups.js?d=10/13/2023%2012:45:06%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/js/popups0e36.js	(from https://mobicare.co.za/webmodules/common/css/fonts/slick.ttf)
12:45:25	11345/11345	---M-Z	200	added ('OK')	text/css	etag:%2209185936e2d91:0%22	https://mobicare.co.za/webmodules/popups/onsite/css/popups.css?d=10/13/2023%2012:45:07%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/css/popupsdb86.css	(from https://mobicare.co.za/webmodules/common/css/fonts/slick.svg)
12:45:26	3416/3416	---M-Z	200	added ('OK')	application/javascript	etag:%220c1751f71fed81:0%22	https://mobicare.co.za/webmodules/popups/onsite/js/popups.js?d=10/13/2023%2012:45:07%20PM	C:/My%20Web%20Sites/test/mobicare.co.za/webmodules/popups/onsite/js/popupsdb86.js	(from https://mobicare.co.za/webmodules/common/css/fonts/slick.svg)
